3.02494593464871464,3.36048495624975974,0
2.0163211699988564,1.4698537144501256,0
1.78071813426441,2.068853445457007,0
3.029593796670162043,1.9992747098798942,0
4.3897359190529581,4.545941882302538,0
2.612878323133237,1.8390421591925783,0
4.555115697992543,4.134906308630807,0
2.9895602798236824,3.2162634169444932,0
4.718696911531623,1.6740919925674902,0
4.41430499403088,3.204726684091125,0
2.8327339953334384,3.1717677675694382,0
4.906932101399594,3.722640968164732,0
1.639896807053927,2.6959689197732786,0
3.6139272327822387,4.478393615267237,0
1.3700244534400188,1.5663715819839632,0
1.0606531900240008,4.12836799232493423,0
2.833286839710485,3.292745731283498,0
1.0555707095074007,2.5022250437227477,0
3.2630202214004806,1.4110014368848722,0
3.2069388575396642,3.6457714528467715,0
3.906137,3.361724,0
4.115977,3.382294,0
4.508293,1.871085,0
4.940708,2.877789,0
1.814244,3.426315,0
4.760862,3.052155,0
3.042034,2.128135,0
2.315427,3.402209,0
1.932761,0.883623,0
3.191374,0.642309,0
0.686096,2.874091,0
4.799137,1.640946,0
2.769040,3.132980,0
1.329190,3.980595,0
2.774409,1.811267,0
2.862281,3.220915,0
2.827836,1.914425,0
1.386679,1.378423,0
1.476733,4.550113,0
4.291687,1.058274,0
